agent_id,macro_region,department,municipality,generation_cohort,residential_stratum,current_state,llm_final_state,decision_transition,decision_changed,comparison_status,confidence,uncertainty,decision_confidence,heuristic_signal_title,dominant_motif,dominant_source_category,abm_dominant_emotion,heuristic_reconstructed_opinion,heuristic_reconstruction_basis,decisive_argument,rationale_summary,dominant_emotion,social_media_post
A00001,Bogota_Cundinamarca,Cundinamarca,Soacha,35_49,2,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.7671476252460041,0.39408823961692696,0.72,Cepeda reconoce el resultado de primera vuelta y De la Espriella redefine su relación con los partidos,reconocimiento_y_alianzas,television,esperanza,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “Cepeda reconoce el resultado de primera vuelta y De la Espriella redefine su relación con los partidos”, dentro del motivo “reconocimiento_y_alianzas”, asociado principalmente con “television”. La emoción heurística dominante fue “esperanza”. Mis indicadores finales fueron confianza heurística 0.77, incertidumbre 0.39, fatiga 0.68, movilización 0.74.",State=Cepeda; signal=S159; motif=reconocimiento_y_alianzas; source=television; emotion=esperanza,"El estado inicial y heurístico del agente apunta consistentemente a OPTION_B, con una posición consolidada en -1.0 y una movilización alta (0.74). Las señales de mayor peso en la dieta informativa (S162, S067, S064) no alteraron la dirección del voto, y las señales positivas hacia OPTION_B (S014, S012) refuerzan la inclinación existente. La propensión al voto en blanco es cero y la abstención es baja, lo que indica disposición a votar.","Con base en la dieta informativa revisada, la posición del agente se mantuvo firme hacia OPTION_B. Las señales de contraste entre candidatos no cambiaron la dirección del voto, y la movilización alta junto con propensión cero al voto en blanco confirman la decisión de votar por OPTION_B.",evaluacion,"Vea, uno revisa la información con cuidado y al final la decisión no cambia. Yo voy a votar convencida, porque lo que vi me da más razones que dudas. Sumercé, no se deje llevar por el miedo que siembran."
A00735,Caribe,Cesar,Other_Cesar,25_34,2,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.7813989349324999,0.38676114177600684,0.78,Cepeda alerta sobre información de un presunto montaje de autoatentado contra De la Espriella,presunto_autoatentado,social_oficial,confianza,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “Cepeda alerta sobre información de un presunto montaje de autoatentado contra De la Espriella”, dentro del motivo “presunto_autoatentado”, asociado principalmente con “social_oficial”. La emoción heurística dominante fue “confianza”. Mis indicadores finales fueron confianza heurística 0.78, incertidumbre 0.39, fatiga 0.70, movilización 0.86.",State=De la Espriella; signal=S168; motif=presunto_autoatentado; source=social_oficial; emotion=confianza,"El agente inició y mantuvo su posición en OPTION_A con alta confianza (0.78) y movilización elevada (0.86). Las señales de mayor peso en el dossier favorecen a OPTION_A: triunfo en 11 de 12 municipios del Quindío (S101) y debate condicionado (S009), ambos con baja desinformación. Las señales negativas contra OPTION_A (S172 red de contratistas, S168 presunto autoatentado) tienen riesgo de desinformación moderado-alto (0.36–0.64) y deltas de posición casi nulos, por lo que no alteran la decisión.","Con base en el dossier, el agente mantiene su voto por OPTION_A. La movilización es alta, la confianza en la opción es sólida, y las señales negativas tienen riesgo de desinformación considerable que reduce su peso. Los resultados en el Quindío y la postura en el debate refuerzan la decisión inicial.",validacion,"Ajá, yo ya tengo claro mi voto y no me lo cambia ningún rumor sin respaldo. Los resultados hablan solos y la movilización está ahí. A votar con convicción."
A00736,Bogota_Cundinamarca,Cundinamarca,Other_Cundinamarca,35_49,2,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.7919929235061011,0.37452157819006554,0.79,María José Pizarro dice que la campaña de Cepeda tiene puertas abiertas a sectores democráticos,alianzas_sectores_democraticos,radio,incertidumbre,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “María José Pizarro dice que la campaña de Cepeda tiene puertas abiertas a sectores democráticos”, dentro del motivo “alianzas_sectores_democraticos”, asociado principalmente con “radio”. La emoción heurística dominante fue “incertidumbre”. Mis indicadores finales fueron confianza heurística 0.79, incertidumbre 0.37, fatiga 0.56, movilización 0.84.",State=Cepeda; signal=S085; motif=alianzas_sectores_democraticos; source=radio; emotion=incertidumbre,"El estado inicial y heurístico apunta a OPTION_A con confianza alta (0.79). Las señales directas muestran resultados positivos para OPTION_A en regiones clave (S100, S099) y una movilización activa (S084), mientras que OPTION_B enfrenta señales negativas por investigación de posibles irregularidades en su campaña (S172). La propensión al voto en blanco es 0.0 y la abstención es baja (0.115), lo que refuerza la decisión de votar.","Con base en la información del dossier, la posición se mantiene firme hacia OPTION_A. Los reportes regionales confirman resultados positivos en Nariño y Cauca, hay movilización activa de su campaña, y la investigación sobre posibles irregularidades en la campaña de OPTION_B genera desconfianza adicional. La propensión al voto en blanco es nula y la movilización es alta, así que la decisión es votar por OPTION_A.",certeza,"Pues yo ya tenía mi decisión clara y los reportes que vi me la confirmaron. Vea, hay señales positivas en varias regiones y eso me da confianza para ir a votar por Cepeda. No me quedo en casa cuando la participación importa tanto."
A00737,Sur_Amazonia,Putumayo,Other_Putumayo,18_24,2,Abstencion,Abstencion,Abstencion → Abstencion,False,Stable across ABM and LLM,0.30369771112436517,0.6612509152532574,0.31,Ministro de Defensa advierte información de inteligencia sobre posibles disturbios después de segunda vuelta,alerta_disturbios_postelectorales,radio,miedo,"Según las reglas del ABM, terminé con propensión a la abstención. El mayor peso atribuido provino de “Ministro de Defensa advierte información de inteligencia sobre posibles disturbios después de segunda vuelta”, dentro del motivo “alerta_disturbios_postelectorales”, asociado principalmente con “radio”. La emoción heurística dominante fue “miedo”. Mis indicadores finales fueron confianza heurística 0.30, incertidumbre 0.66, fatiga 0.64, movilización 0.24.",State=Abstencion; signal=S064; motif=alerta_disturbios_postelectorales; source=radio; emotion=miedo,"La propensión a la abstención es muy alta (0.75) y la confianza en la decisión es baja (0.30), con alta incertidumbre (0.66) y fatiga informativa (0.64). Las señales disponibles son débiles y contradictorias, sin exposición a pares que movilice al agente hacia ninguna opción concreta.","Con una incertidumbre muy alta, fatiga informativa considerable y una propensión a la abstención dominante, este agente no encuentra razones suficientes para votar por ninguna de las dos opciones. Las señales recibidas son débiles y contradictorias, y la movilización es baja. La abstención es la decisión más coherente con su estado actual.",incertidumbre,"Pues yo la verdad no me animo a votar por ninguno, hay mucha confusión y poca información clara. Prefiero no ir antes de votar a ciegas. 🤷"
A00738,Pacifico,Narino,Other_Narino,50_64,2,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.642920694618562,0.5157203140403173,0.64,De la Espriella e Iván Cepeda pasan a segunda vuelta presidencial,segunda_vuelta_confirmada,radio,incertidumbre,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “De la Espriella e Iván Cepeda pasan a segunda vuelta presidencial”, dentro del motivo “segunda_vuelta_confirmada”, asociado principalmente con “radio”. La emoción heurística dominante fue “incertidumbre”. Mis indicadores finales fueron confianza heurística 0.64, incertidumbre 0.52, fatiga 0.78, movilización 0.87.",State=De la Espriella; signal=S001; motif=segunda_vuelta_confirmada; source=radio; emotion=incertidumbre,"El estado inicial y heurístico del agente apunta firmemente a OPTION_B (posición 0.9999), con alta movilización (0.87) y confianza moderada (0.64). Aunque señales como S169 y S114 generan alertas negativas sobre OPTION_B, su peso acumulado no es suficiente para revertir la posición consolidada, especialmente dado el bajo escepticismo de fuentes y la orientación económica predominante del agente.","Con base en el dosier, la posición del agente hacia OPTION_B es muy sólida desde el inicio y la movilización es alta. Las señales negativas sobre ese candidato no alcanzan a revertir esa preferencia consolidada. La orientación económica del agente también es coherente con las propuestas de OPTION_B sobre eficiencia y fracking responsable. Se mantiene el voto por OPTION_B.",certeza,"Mano, después de revisar bien la información disponible, mi decisión está clara. Hay señales que generan dudas, pero en lo que más me importa —la economía y la estabilidad— la balanza sigue inclinada hacia De la Espriella. Voy a votar con convicción."
A00739,Bogota_Cundinamarca,Bogota,Bogota,25_34,3,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.7113544842195855,0.4494348660063358,0.71,El País reporta ejército de kpopers organizado en redes para despertar campaña de Cepeda,ejercito_kpopers_cepeda,alternativo_investigativo,incertidumbre,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “El País reporta ejército de kpopers organizado en redes para despertar campaña de Cepeda”, dentro del motivo “ejercito_kpopers_cepeda”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “incertidumbre”. Mis indicadores finales fueron confianza heurística 0.71, incertidumbre 0.45, fatiga 0.64, movilización 0.79.",State=De la Espriella; signal=S028; motif=ejercito_kpopers_cepeda; source=alternativo_investigativo; emotion=incertidumbre,"El agente partió con una posición inicial y heurística fuertemente inclinada hacia OPTION_A (posición ~1.0), con alta movilización (0.79) y baja propensión al voto en blanco (0.0). Las señales negativas sobre OPTION_A (S032, S128, S006) tienen deltas de posición pequeños y riesgos de desinformación moderados-altos, mientras que OPTION_A respondió con defensa institucional (S148). La orientación al orden del agente (0.75) y su vulnerabilidad económica refuerzan la preferencia por OPTION_A.","Después de revisar las señales disponibles, la posición del agente se mantiene con OPTION_A. Las críticas recibidas tienen impacto pequeño y algunos vienen con riesgo de desinformación notable. La orientación al orden y la movilización alta del agente sostienen esta decisión.",firmeza,"Pues yo ya tengo claro mi voto, revisé lo que pude y las acusaciones que andan circulando tienen harto riesgo de ser exageradas. Voy con De la Espriella porque lo que más me importa es el orden y la estabilidad. 🗳️"
A00740,Sur_Amazonia,Amazonas,Leticia,50_64,2,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.685248183794184,0.4758118903049953,0.685,Cepeda alerta sobre información de un presunto montaje de autoatentado contra De la Espriella,presunto_autoatentado,medio_publico,confianza,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “Cepeda alerta sobre información de un presunto montaje de autoatentado contra De la Espriella”, dentro del motivo “presunto_autoatentado”, asociado principalmente con “medio_publico”. La emoción heurística dominante fue “confianza”. Mis indicadores finales fueron confianza heurística 0.69, incertidumbre 0.48, fatiga 0.65, movilización 0.89.",State=De la Espriella; signal=S168; motif=presunto_autoatentado; source=medio_publico; emotion=confianza,"La posición inicial y heurística apuntan firmemente a OPTION_B con alta movilización (0.886). Las señales negativas sobre OPTION_B tienen riesgo de desinformación elevado (S168: 0.64, S174: 0.72, S139: 0.60), lo que reduce su credibilidad. Los deltas de posición negativos son marginales y no logran revertir la preferencia consolidada.","La verdad, después de revisar toda la información disponible, mi posición a favor de OPTION_B se mantiene firme. Las señales negativas que circulan tienen un riesgo alto de desinformación y no logran cambiar una preferencia bien consolidada. La movilización es alta y la confianza, aunque moderada, es suficiente para votar.",confianza,"La verdad, uno ve tanta información dando vueltas y mucha de ella ni siquiera es verificada. Vea, yo ya tomé mi decisión con calma y convicción, y no me dejo llevar por rumores. El domingo voy a votar tranquila."
A00741,Santanderes,Norte de Santander,Cucuta,50_64,1,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.721953897040153,0.4410359620173494,0.72,RTVC reporta respaldo de comunidad K-pop y Army Colombia a Cepeda y Aída Quilcué,kpop_army_movilizion_juvenil,social_oficial,miedo_orden,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “RTVC reporta respaldo de comunidad K-pop y Army Colombia a Cepeda y Aída Quilcué”, dentro del motivo “kpop_army_movilizion_juvenil”, asociado principalmente con “social_oficial”. La emoción heurística dominante fue “miedo_orden”. Mis indicadores finales fueron confianza heurística 0.72, incertidumbre 0.44, fatiga 0.83, movilización 0.73.",State=De la Espriella; signal=S014; motif=kpop_army_movilizion_juvenil; source=social_oficial; emotion=miedo_orden,"El agente partió con una posición inicial y heurística fuertemente inclinada hacia OPTION_A (posición 0.9999) con confianza moderada-alta (0.72). Los motivos dominantes en memoria refuerzan temas de seguridad y orden, alineados con la orientación económica y de orden del perfil. Las señales negativas sobre OPTION_A (S020, S153) tuvieron deltas de posición mínimos o nulos, mientras que las señales favorables a OPTION_B (S014) generaron deltas negativos muy pequeños que no alteraron la posición consolidada.","Con base en la información disponible, mi posición se mantiene con OPTION_A. Los temas de seguridad y orden son los que más pesan en mi memoria, y aunque hubo señales negativas, ninguna fue suficientemente contundente para cambiar mi decisión. La señal del autoatentado tiene alto riesgo de desinformación y no la tomo como evidencia sólida.",indignacion,"Mano, yo sí creo que en este momento el país necesita mano firme y claridad en seguridad. Con respeto a quienes piensan distinto, pero mi voto ya está decidido y no me lo cambia ningún rumor sin pruebas. Vamos con De la Espriella."
A00742,Antioquia_EjeCafetero,Caldas,Manizales,35_49,4,Abstencion,Abstencion,Abstencion → Abstencion,False,Stable across ABM and LLM,0.2727273457494901,0.6954311692217455,0.27,Caracol Popayán reporta triunfo de Cepeda en Cauca y alta participación pese a alertas previas,cauca_cepeda_alta_participacion,radio,confianza,"Según las reglas del ABM, terminé con propensión a la abstención. El mayor peso atribuido provino de “Caracol Popayán reporta triunfo de Cepeda en Cauca y alta participación pese a alertas previas”, dentro del motivo “cauca_cepeda_alta_participacion”, asociado principalmente con “radio”. La emoción heurística dominante fue “confianza”. Mis indicadores finales fueron confianza heurística 0.27, incertidumbre 0.70, fatiga 0.77, movilización 0.20.",State=Abstencion; signal=S099; motif=cauca_cepeda_alta_participacion; source=radio; emotion=confianza,"La agente presenta una propensión de abstención de 0.44, alta fatiga (0.77), baja movilización (0.19) y una posición casi neutral (-0.0009). Las señales del dossier favorecen levemente a OPTION_A pero con deltas mínimos y sin argumento sustantivo que supere la incertidumbre (0.70). El estado heurístico inicial era abstención y no hay evidencia suficiente para revertirlo.","La verdad, con tanta información contradictoria y poca claridad sobre los candidatos, la decisión más honesta es no votar. La posición final es casi neutral, la incertidumbre es muy alta y la fatiga acumulada no permite tomar una decisión informada con confianza.",incertidumbre,"La verdad, igual no me siento con la información suficiente para decidir entre ninguno de los dos. Hay mucho ruido y poca claridad, así que prefiero no votar antes que hacerlo a ciegas."
A00743,Llanos_Orinoquia,Meta,Villavicencio,50_64,2,No alineado,Voto en blanco,No alineado → Voto en blanco,True,Changed after LLM deliberation,0.2855080177558825,0.6789559241327454,0.31,Cuestión Pública investiga un posible mecanismo multinivel y presión sobre contratistas en la campaña de De la Espriella,red_referidos_y_contratistas,alternativo_investigativo,sospecha,"Según las reglas del ABM, terminé sin alinearme con ninguna de las opciones. El mayor peso atribuido provino de “Cuestión Pública investiga un posible mecanismo multinivel y presión sobre contratistas en la campaña de De la Espriella”, dentro del motivo “red_referidos_y_contratistas”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “sospecha”. Mis indicadores finales fueron confianza heurística 0.29, incertidumbre 0.68, fatiga 0.68, movilización 0.05.",State=No alineado; signal=S172; motif=red_referidos_y_contratistas; source=alternativo_investigativo; emotion=sospecha,"La agente presenta alta incertidumbre (0.68), fatiga elevada (0.68) y movilización muy baja (0.05). Su posición es prácticamente neutral (-0.002) y ninguna señal genera un desplazamiento significativo. La propensión al voto en blanco (0.14) supera la confianza en cualquier opción, y las señales más fuertes apuntan a sospechas de corrupción en OPTION_A sin que OPTION_B genere convicción suficiente.","Con una incertidumbre muy alta y una posición casi neutral, no hay evidencia suficiente para inclinarse con convicción por ningún candidato. Las sospechas de corrupción sobre OPTION_A pesan, pero OPTION_B tampoco genera confianza sólida. En ese contexto, el voto en blanco refleja mejor la situación real de esta votante.",sospecha,"Yo sí creo que uno no puede votar a ciegas cuando hay tantas dudas. Eso sí, entre sospechas de corrupción por un lado y poca claridad por el otro, prefiero el voto en blanco antes que equivocarme. Que los candidatos se ganen la confianza de verdad."
A00744,Sur_Amazonia,Putumayo,Other_Putumayo,35_49,4,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.6807766433330831,0.48000417366839043,0.65,Congresistas de EE. UU. reaccionan a resultados de primera vuelta en Colombia,reacciones_eeuu_resultados,television,validacion,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “Congresistas de EE. UU. reaccionan a resultados de primera vuelta en Colombia”, dentro del motivo “reacciones_eeuu_resultados”, asociado principalmente con “television”. La emoción heurística dominante fue “validacion”. Mis indicadores finales fueron confianza heurística 0.68, incertidumbre 0.48, fatiga 0.69, movilización 0.76.",State=De la Espriella; signal=S088; motif=reacciones_eeuu_resultados; source=television; emotion=validacion,"El estado inicial y heurístico del agente apunta a OPTION_B, respaldado por señales como el apoyo de simpatizantes de Fajardo (S177) y el respaldo de Paloma Valencia (S087). Aunque hay señales negativas sobre OPTION_B (fallo de camiseta, S091, S023), estas tienen bajo riesgo de desinformación y no alteran sustancialmente la posición. La señal de autoatentado (S168) tiene alto riesgo de desinformación (0.64) y fue descontada. El perfil de orden_orientation muy alto (0.93) y cultural_progressivism bajo (0.14) refuerzan la preferencia por OPTION_B.","Con base en la información disponible, mi posición se mantiene con OPTION_B. El perfil de este candidato encaja mejor con mis prioridades de orden y seguridad. Las señales negativas que circularon tienen poco peso o alto riesgo de ser desinformación, y el acercamiento de sectores como los fajardistas refuerza que hay respaldo amplio. Eso sí, hay incertidumbre moderada y no todo está claro.",evaluacion,"Eso sí, uno tiene que mirar bien antes de decidir, pero con lo que he visto, mi voto va claro. Las señales de respaldo que recibió De la Espriella me convencen más que los rumores que andan circulando por ahí. Vamos a votar con la cabeza fría."
A00745,Bogota_Cundinamarca,Bogota,Bogota,25_34,2,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.6859336312390227,0.4753095748821096,0.68,Pares debate el costo político de promover el voto en blanco desde el centro,debate_centro_voto_blanco,alternativo_investigativo,confianza,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “Pares debate el costo político de promover el voto en blanco desde el centro”, dentro del motivo “debate_centro_voto_blanco”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “confianza”. Mis indicadores finales fueron confianza heurística 0.69, incertidumbre 0.48, fatiga 0.75, movilización 0.69.",State=De la Espriella; signal=S201; motif=debate_centro_voto_blanco; source=alternativo_investigativo; emotion=confianza,"El agente partió con una posición inicial y heurística firmemente en OPTION_A (posición 0.9999), con movilización alta (0.686) y propensión a voto en blanco de 0.0. Las señales negativas hacia OPTION_A (S169, S128, S022) generaron deltas de posición muy pequeños y no lograron revertir la preferencia consolidada. La señal S035 (AtlasIntel, ventaja de ocho puntos) y S060 (respaldo internacional) refuerzan la confianza en OPTION_A. La fatiga es alta pero la movilización supera la abstención propensity.","Mi posición siempre estuvo con OPTION_A y las señales que recibí no fueron suficientes para moverme. Las encuestas muestran una ventaja clara, la movilización es alta y la propensión a votar en blanco es cero. Las acusaciones de OPTION_B tienen riesgo de desinformación notable y generaron cambios mínimos. Voto convencido por OPTION_A.",confianza,"Vea, revisé la información disponible y mi voto sigue firme con De la Espriella. Las encuestas muestran ventaja clara y las acusaciones del otro lado tienen demasiado riesgo de ser exageradas. Jaja, no me muevo con pura presión."
A00746,Llanos_Orinoquia,Casanare,Other_Casanare,18_24,2,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.7002594463321568,0.4611674702345371,0.68,Cepeda alerta sobre información de un presunto montaje de autoatentado contra De la Espriella,presunto_autoatentado,alternativo_investigativo,alarma,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “Cepeda alerta sobre información de un presunto montaje de autoatentado contra De la Espriella”, dentro del motivo “presunto_autoatentado”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “alarma”. Mis indicadores finales fueron confianza heurística 0.70, incertidumbre 0.46, fatiga 0.68, movilización 0.62.",State=Cepeda; signal=S168; motif=presunto_autoatentado; source=alternativo_investigativo; emotion=alarma,"El perfil de reforma social de OPTION_A (motif perfil_reforma_social_cepeda) y la posición consolidada hacia OPTION_A tras la dieta informativa respaldan esta elección. La agente mantiene alta orientación al orden y memoria de conflicto, pero la evidencia disponible apunta consistentemente a OPTION_A como opción preferida.","Con base en la dieta informativa recibida, la posición final apunta claramente a OPTION_A. Aunque hay incertidumbre y algo de fatiga, la propensión al voto en blanco es nula y la movilización es suficiente para votar. Las señales negativas sobre OPTION_A tienen fuentes con riesgo de desinformación considerable, así que se les da menor peso. La decisión es votar por OPTION_A.",incertidumbre,"Ya tomé mi decisión y voy a votar. Hay mucha información suelta y señales contradictorias, pero no me voy a quedar en casa. Toca participar 🗳️"
A00747,Caribe,Atlantico,Soledad,50_64,5,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.607706963695483,0.5484810854208441,0.61,AtlasIntel reporta ventaja de De la Espriella sobre Cepeda en segunda vuelta,ventaja_encuestas,alternativo_investigativo,confianza,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “AtlasIntel reporta ventaja de De la Espriella sobre Cepeda en segunda vuelta”, dentro del motivo “ventaja_encuestas”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “confianza”. Mis indicadores finales fueron confianza heurística 0.61, incertidumbre 0.55, fatiga 0.69, movilización 0.71.",State=De la Espriella; signal=S013; motif=ventaja_encuestas; source=alternativo_investigativo; emotion=confianza,"El estado final del agente muestra una posición muy cercana a OPTION_A (0.999) con movilización alta (0.71) y propensión al voto en blanco casi nula (0.004), lo que indica una preferencia consolidada hacia OPTION_A a pesar de señales negativas menores.","Después de revisar la información disponible, la posición del agente se mantiene firmemente en OPTION_A. Las señales negativas existentes tienen bajo impacto en la posición final y la propensión al voto en blanco es mínima. La movilización alta refuerza la decisión de votar.",confianza,"Vea, yo ya tengo claro por quién voy a votar este domingo. Qué vaina que haya tanto ruido y tanta información revuelta, pero uno aprende a separar lo que tiene peso de lo que no. Mi decisión está tomada y voy a ejercer mi voto con convicción."
A00748,Boyaca_Tolima_Huila,Tolima,Other_Tolima,25_34,1,No alineado,Cepeda,No alineado → Cepeda,True,Changed after LLM deliberation,0.1637451339973413,0.7970214924842857,0.38,Cepeda alerta sobre información de un presunto montaje de autoatentado contra De la Espriella,presunto_autoatentado,alternativo_investigativo,validacion,"Según las reglas del ABM, terminé sin alinearme con ninguna de las opciones. El mayor peso atribuido provino de “Cepeda alerta sobre información de un presunto montaje de autoatentado contra De la Espriella”, dentro del motivo “presunto_autoatentado”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “validacion”. Mis indicadores finales fueron confianza heurística 0.16, incertidumbre 0.80, fatiga 0.56, movilización 0.10.",State=No alineado; signal=S168; motif=presunto_autoatentado; source=alternativo_investigativo; emotion=validacion,"Las señales negativas hacia OPTION_B (investigación de red de contratistas S172, alertas de la FLIP sobre ataques a prensa S114) tienen bajo riesgo de desinformación y provienen de fuentes con alta confianza, mientras que las señales positivas de OPTION_A (apoyo de Claudia López S051, movilización juvenil S012) refuerzan una leve inclinación. La posición final es marginalmente favorable a OPTION_A y la propensión al voto en blanco/abstención, aunque alta, no supera el umbral para descartarlo.","Pues, con toda la incertidumbre que hay, las señales más confiables apuntan a problemas serios con OPTION_B: la investigación sobre contratistas y las alertas de la FLIP tienen bajo riesgo de ser falsas. OPTION_A recibe señales positivas de fuentes confiables. Eso me inclina a votar por OPTION_A, aunque sin mucha convicción.",sospecha,"Pues yo no estaba muy convencido, pero mirando bien las señales, lo de los contratistas y los ataques a la prensa me generan mucha desconfianza en De la Espriella. Voy a votar por Cepeda, no por emoción sino por lo que encontré."
A00749,Bogota_Cundinamarca,Bogota,Bogota,50_64,2,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.7413467718174033,0.42912180498563884,0.72,RTVC reporta respaldo de comunidad K-pop y Army Colombia a Cepeda y Aída Quilcué,kpop_army_movilizion_juvenil,medio_publico,esperanza,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “RTVC reporta respaldo de comunidad K-pop y Army Colombia a Cepeda y Aída Quilcué”, dentro del motivo “kpop_army_movilizion_juvenil”, asociado principalmente con “medio_publico”. La emoción heurística dominante fue “esperanza”. Mis indicadores finales fueron confianza heurística 0.74, incertidumbre 0.43, fatiga 0.72, movilización 0.62.",State=Cepeda; signal=S014; motif=kpop_army_movilizion_juvenil; source=medio_publico; emotion=esperanza,"El agente partió con una posición inicial y heurística hacia OPTION_B con confianza moderada-alta (0.74). Las señales de mayor peso en el dossier favorecen a OPTION_B: la invitación al diálogo con el centro político (S166) genera apertura, mientras que las señales positivas de OPTION_A provienen principalmente de fuentes de baja confianza (social_oficial) y contienen retórica de burla o urgencia sin respaldo sustantivo. La señal S176 que advierte riesgo a la continuidad electoral tiene misinformation_risk de 0.34, lo que reduce su credibilidad. El perfil de progresismo cultural alto (0.75) y orientación a la negociación (0.43) es coherente con OPTION_B.","Con base en la información disponible, la posición se mantiene con OPTION_B. Las señales más confiables apuntan a un candidato que busca el diálogo y la apertura política, lo cual es coherente con mis valores de progresismo cultural y orientación a la negociación. Las señales favorables a OPTION_A vienen de fuentes menos confiables y con retórica que no convence. Hay algo de incertidumbre, pero no suficiente para cambiar de opción.",confianza,"Vea, después de revisar bien la información que ha circulado, me quedo con mi decisión. Hay mucha desinformación suelta y señales que no tienen respaldo serio. Yo voto con convicción, no por presión ni por miedo."
A00750,Santanderes,Santander,Bucaramanga,50_64,6,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.7304022266189502,0.43692468049257266,0.73,De la Espriella e Iván Cepeda pasan a segunda vuelta presidencial,segunda_vuelta_confirmada,television,controversia,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “De la Espriella e Iván Cepeda pasan a segunda vuelta presidencial”, dentro del motivo “segunda_vuelta_confirmada”, asociado principalmente con “television”. La emoción heurística dominante fue “controversia”. Mis indicadores finales fueron confianza heurística 0.73, incertidumbre 0.44, fatiga 0.63, movilización 0.76.",State=Cepeda; signal=S001; motif=segunda_vuelta_confirmada; source=television; emotion=controversia,"El estado inicial y heurístico del agente apunta firmemente a OPTION_A (posición -0.9999), con movilización alta (0.76) y confianza razonable (0.73). Las señales de la dieta informativa que favorecen a OPTION_B (S039, S035) tienen riesgo de desinformación moderado y provienen de fuentes con confianza media-baja para este agente. La señal de injerencia externa (S169) genera alerta negativa hacia OPTION_B. El perfil de orden y confianza institucional del agente refuerza la inclinación preexistente hacia OPTION_A.","Después de revisar la información disponible, mi posición se mantiene con OPTION_A. Las encuestas que favorecen a OPTION_B vienen de fuentes que no me generan plena confianza, y la alerta sobre injerencia extranjera en esa campaña me genera dudas adicionales. Mi movilización es alta y tengo claridad sobre mi voto.",determinación,"Mire, revisé bien la información y mi decisión está tomada. Qué vaina que haya tanta presión externa en esta campaña, eso me genera más desconfianza. Voy a votar con convicción por lo que considero mejor para el país."
