id,fecha,titulo,descripcion,tipo,fuente,fuente_url,legal_status,candidato_afectado,direccion,motif_primary,frame,emocion,dimension_impacto,region,intensidad,credibilidad,riesgo_desinformacion,canales_probables,perfiles_relevantes,resumen_para_agente,fecha_corte,source_strict,source_category,ownership_type,geographic_scope,candidate_scope,observation_role,event_cluster_id,event_cluster_size,source_class_balance_weight,model_sampling_weight,engagement_likes,engagement_reposts,engagement_comments,engagement_views,engagement_status
S077,2026-06-18,"Artistas, estudiantes y figuras culturales participan en movilización final por Cepeda","El País reporta participación de artistas, estudiantes, universidades y figuras culturales en la recta final de la campaña de Cepeda.",apoyo_personalidades,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-18/movimientos-sociales-sindicatos-artistas-y-estudiantes-las-bases-de-ivan-cepeda-revitalizan-la-recta-final-de-la-campana.html,hecho_reportado,Cepeda,positiva,artistas_estudiantes_cepeda,cultura_y_movimiento_social,esperanza,movilizacion_social,Bogotá / Universidades / Digital / Nacional,0.82,0.84,0.16,prensa_digital|television|radio|twitter_x|facebook|instagram|youtube|whatsapp|eventos,joven_digital|profesional_urbano|estudiantes|movimientos_sociales,"Apoyo de artistas, estudiantes y figuras culturales fortalece narrativa de movilización social por Cepeda.",2026-06-19,True,otro,no_clasificado,no_clasificado,Cepeda,canonical_signal,EVT-bc942efcf0,1,0.638889,0.638889,,,,,not_applicable
S078,2026-06-18,Javier Milei expresa apoyo a De la Espriella para el ballotage del 21 de junio,NTN24 y La Silla reportan que Milei expresó apoyo a De la Espriella y dijo haber hablado con él antes de segunda vuelta.,apoyo_internacional,NTN24 / La Silla Vacía,https://www.ntn24.com/noticias-politica/el-mensaje-de-milei-de-cara-a-la-segunda-vuelta-electoral-de-colombia-todo-mi-apoyo-a-abelardo-de-la-espriella-para-el-ballotage-del-21-de-junio-627621,declaracion_publica_internacional,De la Espriella,positiva,apoyo_milei_ballotage,libertad_economica_seguridad,validacion,apoyo_internacional,Internacional / Nacional,0.84,0.82,0.16,prensa_digital|television|radio|twitter_x|facebook|instagram|youtube|whatsapp,pequeno_empresario|profesional_urbano|adulto_redes|voto_derecha,Milei refuerza el respaldo internacional de derecha a De la Espriella en la recta final.,2026-06-19,True,television,privado,nacional,De la Espriella,canonical_signal,EVT-e8b9761a88,1,0.589744,0.589744,,,,,not_applicable
S079,2026-06-18,Semana reporta que De la Espriella lidera búsquedas de Google Trends en el país,Semana reporta ventaja de De la Espriella en Google Trends y mayor interés de búsqueda en varios departamentos.,senal_digital,Semana,https://www.semana.com/politica/articulo/abelardo-de-la-espriella-le-gana-a-ivan-cepeda-en-google-trends-en-todo-el-pais-y-sus-busquedas-en-15-departamentos-superan-el-60-por-ciento/202649/,analisis_digital_reportado,De la Espriella,positiva,google_trends_de_la_espriella,interes_digital,momentum,movilizacion_digital,Nacional / Digital,0.7,0.74,0.22,prensa_digital|television|radio|twitter_x|facebook|instagram|youtube|whatsapp|google,joven_digital|adulto_redes|profesional_urbano,El interés de búsqueda en Google se convierte en señal de visibilidad/momentum digital de De la Espriella.,2026-06-19,True,prensa_privada,privado,nacional,De la Espriella,canonical_signal,EVT-20ae118836,1,0.851852,0.851852,,,,,not_applicable
S094,2026-06-18,Nos Cogió la Noche publica emisión de opinión sobre segunda vuelta entre De la Espriella y Cepeda,"Emisión de Nos Cogió la Noche Opinión centrada en la segunda vuelta, encuestas, denuncias y polarización.",programa_opinion,Nos Cogió la Noche Noticias,https://www.youtube.com/watch?v=H6psgZsiMu8,programa_opinion_publicado,AMBOS,mixta,ncn_segunda_vuelta_opinion,opinion_digital_polarizacion,tension,clima_informativo,Digital / Opinión / Nacional,0.68,0.66,0.28,youtube|facebook|twitter_x|whatsapp,adulto_redes|joven_digital|profesional_urbano,"Emisión de Nos Cogió la Noche Opinión centrada en la segunda vuelta, encuestas, denuncias y polarización.",2026-06-19,True,otro,no_clasificado,no_clasificado,AMBOS,canonical_signal,EVT-45e3b7c344,1,0.638889,0.638889,,,,,not_applicable
S095,2026-06-18,Nos Cogió la Noche publica pieza sobre denuncias y ataques contra campaña de De la Espriella,Pieza digital de Nos Cogió la Noche con narrativa de ataques contra la campaña de De la Espriella.,programa_opinion,Nos Cogió la Noche Noticias,https://www.youtube.com/watch?v=oh2yA8XSIXY,programa_opinion_publicado,De la Espriella,positiva,ataques_campaña_abelardo_ncn,persecucion_politica,indignacion,polarizacion,Digital / Opinión / Nacional,0.72,0.66,0.3,youtube|facebook|twitter_x|whatsapp,adulto_redes|voto_derecha|joven_digital,Pieza digital de Nos Cogió la Noche con narrativa de ataques contra la campaña de De la Espriella.,2026-06-19,True,otro,no_clasificado,no_clasificado,De la Espriella,canonical_signal,EVT-c6db2815aa,1,0.638889,0.638889,,,,,not_applicable
S098,2026-06-18,Blu Radio registra agenda electoral y logística en la semana de segunda vuelta,Blu Radio mantiene cobertura de logística electoral y ambiente de campaña en la semana final.,radio_cobertura_electoral,Blu Radio / Mañanas Blu,https://www.bluradio.com/mananas-blu,cobertura_radio_monitoreada,AMBOS,contexto,blu_radio_logistica_electoral,pedagogia_y_ambiente_electoral,certeza,procedimiento_electoral,Nacional / Radio,0.54,0.72,0.14,radio|prensa_digital|whatsapp|facebook|twitter_x,todos,Blu Radio mantiene cobertura de logística electoral y ambiente de campaña en la semana final.,2026-06-19,True,radio,privado,nacional,AMBOS,canonical_signal,EVT-e7645fab2e,1,0.793103,0.793103,,,,,not_applicable
S111,2026-06-18,"Reuters perfila a Iván Cepeda alrededor de reformas sociales, consenso y continuidad del proceso de paz","Reuters presenta el perfil político y programático de Iván Cepeda, su propuesta de capitalismo social, reformas redistributivas, continuidad de negociaciones de paz y moderación de algunas posiciones tras la primera vuelta.",perfil_candidato_reuters,Reuters,https://www.reuters.com/world/americas/philosopher-senator-exile-social-reformer-cepeda-seeks-colombias-presidency-2026-06-18/,analisis_periodistico,Cepeda,mixta,perfil_reforma_social_cepeda,capitalismo_social_consenso_paz,esperanza_incertidumbre,programa_gobierno,Nacional,0.82,0.94,0.08,prensa_digital|television|radio|twitter_x|whatsapp,todos,"Reuters presenta a Cepeda como candidato de reformas sociales, consenso político y continuidad de la negociación de paz.",2026-06-19,True,internacional,internacional_privado,internacional,Cepeda,canonical_signal,EVT-2b6684e93e,1,1.642857,1.642857,,,,,not_applicable
S112,2026-06-18,Reuters perfila a De la Espriella con una agenda nacionalista de mano dura y reducción del Estado,"Reuters describe la agenda de Abelardo de la Espriella en seguridad, reducción del tamaño del Estado, impuestos, petróleo, fracking y suspensión de negociaciones con grupos armados.",perfil_candidato_reuters,Reuters,https://www.reuters.com/world/americas/colombias-de-la-espriella-seeks-presidency-with-nationalist-law-and-order-2026-06-18/,analisis_periodistico,De la Espriella,mixta,perfil_mano_dura_nacionalista,orden_reduccion_estado_libertad_economica,orden_tension,programa_gobierno,Nacional,0.86,0.94,0.08,prensa_digital|television|radio|twitter_x|whatsapp,todos,"Reuters presenta a De la Espriella como candidato de mano dura, reducción estatal y liberalización económica.",2026-06-19,True,internacional,internacional_privado,internacional,De la Espriella,canonical_signal,EVT-11183e2996,1,1.642857,1.642857,,,,,not_applicable
S113,2026-06-18,La seguridad territorial se consolida como eje central que separa las propuestas de ambos candidatos,"Reuters analiza la expansión de grupos armados y el contraste entre la ofensiva militar y terminación de diálogos propuesta por De la Espriella, y la continuidad de negociaciones y beneficios jurídicos defendida por Cepeda.",analisis_tema_central,Reuters,https://www.reuters.com/world/americas/colombia-presidential-vote-centers-security-after-armed-groups-expand-2026-06-18/,analisis_periodistico,AMBOS,contexto,seguridad_eje_central_segunda_vuelta,mano_dura_vs_dialogo,miedo_orden,seguridad,Nacional / Rural / Zonas de conflicto,0.92,0.95,0.06,prensa_digital|television|radio|radio_regional|whatsapp,todos,La seguridad y el control territorial aparecen como diferencia central entre mano dura y continuidad de los diálogos.,2026-06-19,True,internacional,internacional_privado,internacional,AMBOS,canonical_signal,EVT-2d9bff6feb,1,1.642857,1.642857,,,,,not_applicable
S114,2026-06-18,La FLIP advierte que los ataques de De la Espriella contra periodistas y medios afectan principios democráticos,La cobertura en vivo de El País recoge una nueva advertencia de la FLIP sobre ataques sistemáticos del candidato contra periodistas y medios y sus posibles efectos sobre la circulación de información pública.,alerta_libertad_prensa,El País / FLIP,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-18/la-segunda-vuelta-de-las-elecciones-en-colombia-en-vivo.html,declaracion_publica,De la Espriella,negativa,flip_alerta_ataques_prensa,libertad_prensa_y_control_democratico,alerta,instituciones_democraticas,Nacional / Medios,0.83,0.90,0.08,prensa_digital|television|radio|twitter_x|whatsapp,todos,La FLIP advierte sobre riesgos democráticos asociados a ataques contra periodistas y medios.,2026-06-19,True,otro,no_clasificado,no_clasificado,De la Espriella,canonical_signal,EVT-49fc4c1c83,1,0.638889,0.638889,,,,,not_applicable
S115,2026-06-18,Cepeda afirma que no restablecería relaciones diplomáticas con Israel bajo el actual gobierno israelí,"Durante una entrevista con Juanpis González, Cepeda reiteró que no restablecería relaciones diplomáticas con Israel mientras continúe el actual gobierno israelí.",posicion_politica_exterior,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-18/la-segunda-vuelta-de-las-elecciones-en-colombia-en-vivo.html,entrevista_candidato,Cepeda,mixta,politica_israel_cepeda,derechos_humanos_y_politica_exterior,conviccion,politica_exterior,Nacional / Internacional,0.76,0.88,0.10,prensa_digital|youtube|twitter_x|facebook|whatsapp,profesional_urbano|joven_digital|adulto_redes,Cepeda mantiene una postura crítica frente al gobierno israelí y condiciona el restablecimiento de relaciones.,2026-06-19,True,otro,no_clasificado,no_clasificado,Cepeda,canonical_signal,EVT-6e265f1f7e,1,0.638889,0.638889,,,,,not_applicable
S116,2026-06-18,Cepeda intensifica su presencia en entrevistas y medios digitales alternativos durante la recta final,El País registra entrevistas de Cepeda con Juanpis González y FucksNews como parte de un giro hacia formatos alternativos y audiencias digitales.,estrategia_medios_alternativos,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-18/la-segunda-vuelta-de-las-elecciones-en-colombia-en-vivo.html,hecho_reportado,Cepeda,positiva,giro_medios_alternativos_cepeda,conexion_con_audiencias_digitales,cercania,movilizacion_digital,Nacional / Digital,0.74,0.88,0.10,youtube|twitter_x|instagram|facebook|whatsapp|prensa_digital,joven_digital|profesional_urbano|adulto_redes,Cepeda amplía su presencia en espacios digitales y satíricos para conectar con audiencias distintas a las de plaza pública.,2026-06-19,True,otro,no_clasificado,no_clasificado,Cepeda,canonical_signal,EVT-ae2d0381b7,1,0.638889,0.638889,,,,,not_applicable
S117,2026-06-19,"Ambas campañas intensifican la búsqueda de indecisos, abstencionistas y votantes de centro en el cierre","El País reporta una recta final más estrecha de lo esperado, con temor al triunfalismo en la campaña de De la Espriella y una recuperación de movilización en la campaña de Cepeda.",analisis_recta_final,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-19/los-candidatos-a-la-presidencia-de-colombia-apuran-la-lucha-voto-a-voto-en-la-recta-final-de-la-campana.html,analisis_periodistico,AMBOS,mixta,recta_final_voto_a_voto,movilizacion_abstencion_indecisos,tension,participacion,Nacional / Exterior,0.90,0.90,0.10,prensa_digital|television|radio|twitter_x|whatsapp,todos,"Las dos campañas concentran el cierre en participación, indecisos, abstencionistas y centro político.",2026-06-19,True,otro,no_clasificado,no_clasificado,AMBOS,canonical_signal,EVT-a2d6f0a04d,1,0.638889,0.638889,,,,,not_applicable
S118,2026-06-19,"El País analiza la ventaja digital de De la Espriella mediante influenciadores, IA y mensajes virales","El análisis destaca una estrategia digital más organizada de De la Espriella, basada en influenciadores, videos breves, símbolos patrióticos y contenido generado con inteligencia artificial, frente a una adaptación más tardía de Cepeda.",analisis_estrategia_digital,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-19/influenciadores-ia-y-videos-virales-abelardo-de-la-espriella-vence-a-ivan-cepeda-en-la-batalla-digital.html,analisis_periodistico,AMBOS,mixta,batalla_digital_influenciadores_ia,asimetria_digital_y_viralizacion,competencia,movilizacion_digital,Nacional / Digital,0.90,0.88,0.12,tiktok|youtube|instagram|twitter_x|facebook|whatsapp|prensa_digital,joven_digital|adulto_redes|profesional_urbano,"La campaña digital de De la Espriella aparece más consolidada, mientras Cepeda intenta recuperar terreno con nuevos formatos.",2026-06-19,True,otro,no_clasificado,no_clasificado,AMBOS,canonical_signal,EVT-c78dd44aef,1,0.638889,0.638889,,,,,not_applicable
S119,2026-06-19,"La campaña de De la Espriella profundiza el uso de espectáculo, símbolos patrióticos y personalización","El País describe actos coreografiados con pantallas, pirotecnia, drones, tigre, himnos, familia y referencias religiosas como parte de la narrativa de Patria Milagro.",analisis_campana_espectaculo,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-19/dentro-de-la-campana-de-de-la-espriella-el-espectaculo-que-divide-a-colombia.html,analisis_periodistico,De la Espriella,mixta,campana_espectaculo_patria_milagro,patriotismo_espectaculo_personalizacion,identidad,imagen_candidato,Nacional / Eventos,0.86,0.88,0.12,eventos|television|youtube|instagram|tiktok|twitter_x|whatsapp,todos,"La narrativa de De la Espriella combina espectáculo, patriotismo, religión y personalización del liderazgo.",2026-06-19,True,otro,no_clasificado,no_clasificado,De la Espriella,canonical_signal,EVT-8043d5863d,1,0.638889,0.638889,,,,,not_applicable
S120,2026-06-19,La campaña de Cepeda combina plazas públicas con kpopers y canales digitales en su adaptación final,"El País describe la transición de una campaña centrada en recorridos y plazas hacia símbolos de kpopers, entrevistas digitales y audiencias que el candidato había atendido menos antes de la primera vuelta.",analisis_adaptacion_campana,El País,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-19/dentro-de-la-campana-de-cepeda-de-los-discursos-en-plaza-publica-a-las-redes-de-los-kpopers.html,analisis_periodistico,Cepeda,positiva,transicion_plaza_kpopers,movilizacion_territorial_y_digital,esperanza,movilizacion_social,Nacional / Digital / Plazas públicas,0.84,0.88,0.12,eventos|youtube|instagram|tiktok|twitter_x|whatsapp|prensa_digital,joven_digital|estudiantes|movimientos_sociales|profesional_urbano,"Cepeda combina su campaña territorial de plazas con símbolos y comunidades digitales, especialmente kpopers.",2026-06-19,True,otro,no_clasificado,no_clasificado,Cepeda,canonical_signal,EVT-1af1f8b5a3,1,0.638889,0.638889,,,,,not_applicable
S121,2026-06-04,Publicación oficial en X de Cepeda: Publica un segundo mensaje a la nación en el inicio de la campaña de segunda vuelta.,Publica un segundo mensaje a la nación en el inicio de la campaña de segunda vuelta.,mensaje_campana_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2062568072041341266,declaracion_publica,Cepeda,positiva,mensaje_nacion_cepeda,posicionamiento_segunda_vuelta,seriedad,comunicacion_campana,Nacional / Digital / X,0.62,0.96,0.08,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Publica un segundo mensaje a la nación en el inicio de la campaña de segunda vuelta.,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-ed7933ce02,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S122,2026-06-05,Publicación oficial en X de Cepeda: Difunde un comunicado relacionado con el uso electoral de la camiseta de la Selección Colombia.,Difunde un comunicado relacionado con el uso electoral de la camiseta de la Selección Colombia.,comunicado_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2062903088667586785,declaracion_publica,AMBOS,mixta,camiseta_seleccion_cepeda,simbolos_nacionales_en_campana,controversia,simbolos_patrios,Nacional / Digital / X,0.66,0.96,0.10,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Difunde un comunicado relacionado con el uso electoral de la camiseta de la Selección Colombia.,2026-06-19,True,social_oficial,plataforma,digital,AMBOS,canonical_signal,EVT-7799a57ee5,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S123,2026-06-06,"Publicación oficial en X de Cepeda: Invita a RCN, Caracol y RTVC a organizar un debate presidencial televisado.","Invita a RCN, Caracol y RTVC a organizar un debate presidencial televisado.",convocatoria_debate_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2063355212060889413,declaracion_publica,AMBOS,positiva,convocatoria_debate_televisado,rendicion_de_cuentas,reto,debate_presidencial,Nacional / Digital / X,0.74,0.96,0.06,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,"Invita a RCN, Caracol y RTVC a organizar un debate presidencial televisado.",2026-06-19,True,social_oficial,plataforma,digital,AMBOS,canonical_signal,EVT-dfd095c51b,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S124,2026-06-07,Publicación oficial en X de Cepeda: Advierte que las propuestas de De la Espriella representarían un riesgo para instituciones y democracia.,Advierte que las propuestas de De la Espriella representarían un riesgo para instituciones y democracia.,ataque_programatico_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2063614225855938828,declaracion_publica,De la Espriella,negativa,riesgo_democratico_133_instituciones,defensa_institucional,alerta,instituciones_democraticas,Nacional / Digital / X,0.82,0.96,0.16,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Advierte que las propuestas de De la Espriella representarían un riesgo para instituciones y democracia.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-2c9a8509c4,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S125,2026-06-07,Publicación oficial en X de Cepeda: Publica un comunicado en el que afirma haber respetado las reglas de campaña.,Publica un comunicado en el que afirma haber respetado las reglas de campaña.,comunicado_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2063783308433977551,declaracion_publica,Cepeda,positiva,cumplimiento_reglas_campana,legalidad_y_garantias,defensa,garantias_electorales,Nacional / Digital / X,0.60,0.96,0.08,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Publica un comunicado en el que afirma haber respetado las reglas de campaña.,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-a50f44482a,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S126,2026-06-08,Publicación oficial en X de Cepeda: Anuncia que entregará a autoridades información recibida sobre un supuesto montaje de autoatentado en la campaña rival.,Anuncia que entregará a autoridades información recibida sobre un supuesto montaje de autoatentado en la campaña rival.,alegacion_publicada_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2064002401212703225,alegacion_no_probada,De la Espriella,negativa,supuesto_autoatentado_controlado,seguridad_y_manipulacion_electoral,alarma,seguridad_electoral,Nacional / Digital / X,0.90,0.96,0.62,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Anuncia que entregará a autoridades información recibida sobre un supuesto montaje de autoatentado en la campaña rival.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-2131132689,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S127,2026-06-10,Publicación oficial en X de Cepeda: Destaca una manifestación de apoyo y movilización de su campaña en Medellín.,Destaca una manifestación de apoyo y movilización de su campaña en Medellín.,movilizacion_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2064923768896565667,declaracion_publica,Cepeda,positiva,movilizacion_medellin_cepeda,crecimiento_territorial,esperanza,movilizacion_social,Nacional / Digital / X,0.68,0.96,0.08,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Destaca una manifestación de apoyo y movilización de su campaña en Medellín.,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-4e42e5fc50,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S128,2026-06-11,Publicación oficial en X de Cepeda: Anuncia una denuncia penal ante la Fiscalía y una actuación ante la Corte Penal Internacional contra De la Espriella.,Anuncia una denuncia penal ante la Fiscalía y una actuación ante la Corte Penal Internacional contra De la Espriella.,denuncia_publica_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2065117776487010661,declaracion_publica,De la Espriella,negativa,denuncias_fiscalia_cpi,judicializacion_de_la_campana,acusacion,justicia,Nacional / Digital / X,0.86,0.96,0.28,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Anuncia una denuncia penal ante la Fiscalía y una actuación ante la Corte Penal Internacional contra De la Espriella.,2026-06-19,True,social_oficial,plataforma,digital,De la Espriella,canonical_signal,EVT-6d2cc23c98,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S129,2026-06-12,Publicación oficial en X de Cepeda: Comunica la adhesión del movimiento MAIS a su candidatura.,Comunica la adhesión del movimiento MAIS a su candidatura.,adhesion_politica_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2065451859481854236,declaracion_publica,Cepeda,positiva,adhesion_mais_cepeda,alianza_indigena_y_progresista,unidad,apoyo_politico,Nacional / Digital / X,0.70,0.96,0.06,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Comunica la adhesión del movimiento MAIS a su candidatura.,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-576117986d,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S130,2026-06-14,Publicación oficial en X de Cepeda: Comparte resultados de una medición de CELAG sobre la segunda vuelta.,Comparte resultados de una medición de CELAG sobre la segunda vuelta.,encuesta_compartida_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2066202985525330059,encuesta_publicada_por_tercero,Cepeda,positiva,encuesta_celag_compartida,momentum_electoral,confianza,encuestas,Nacional / Digital / X,0.72,0.88,0.20,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Comparte resultados de una medición de CELAG sobre la segunda vuelta.,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-e36b124f54,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S131,2026-06-16,Publicación oficial en X de Cepeda: Informa avances en un acuerdo con personalidades políticas de centro.,Informa avances en un acuerdo con personalidades políticas de centro.,acuerdo_politico_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2066990077218025740,declaracion_publica,Cepeda,positiva,acuerdo_con_centro_cepeda,moderacion_y_concertacion,apertura,alianzas_politicas,Nacional / Digital / X,0.76,0.96,0.08,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Informa avances en un acuerdo con personalidades políticas de centro.,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-4a53516ad5,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S132,2026-06-17,Publicación oficial en X de Cepeda: Publica una reacción breve titulada «Golazo» durante la conversación digital de campaña.,Publica una reacción breve titulada «Golazo» durante la conversación digital de campaña.,interaccion_breve_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2067437690186871035,declaracion_publica,Cepeda,positiva,interaccion_golazo_1,cercania_digital,entusiasmo,interaccion_digital,Nacional / Digital / X,0.34,0.96,0.06,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Publica una reacción breve titulada «Golazo» durante la conversación digital de campaña.,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-353a69691e,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S133,2026-06-17,Publicación oficial en X de Cepeda: Agradece públicamente a una persona llamada Iván dentro de la conversación digital de apoyos.,Agradece públicamente a una persona llamada Iván dentro de la conversación digital de apoyos.,agradecimiento_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2067440786963107993,declaracion_publica,Cepeda,positiva,agradecimiento_apoyo_digital,interaccion_con_apoyos,gratitud,movilizacion_digital,Nacional / Digital / X,0.36,0.96,0.04,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Agradece públicamente a una persona llamada Iván dentro de la conversación digital de apoyos.,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-856d959520,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S134,2026-06-17,Publicación oficial en X de Cepeda: Publica una segunda reacción breve titulada «Golazo 2».,Publica una segunda reacción breve titulada «Golazo 2».,interaccion_breve_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2067448844674048272,declaracion_publica,Cepeda,positiva,interaccion_golazo_2,cercania_digital,entusiasmo,interaccion_digital,Nacional / Digital / X,0.32,0.96,0.06,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Publica una segunda reacción breve titulada «Golazo 2».,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-56c6f7df36,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S135,2026-06-17,Publicación oficial en X de Cepeda: Publica una tercera reacción breve titulada «Golazo 3».,Publica una tercera reacción breve titulada «Golazo 3».,interaccion_breve_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2067457199866011774,declaracion_publica,Cepeda,positiva,interaccion_golazo_3,cercania_digital,entusiasmo,interaccion_digital,Nacional / Digital / X,0.32,0.96,0.06,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Publica una tercera reacción breve titulada «Golazo 3».,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-35dc3432d5,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S136,2026-06-18,Publicación oficial en X de Cepeda: Anuncia una participación en el programa digital Por la Ventana.,Anuncia una participación en el programa digital Por la Ventana.,agenda_medios_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2067686680312598947,declaracion_publica,Cepeda,positiva,aparicion_por_la_ventana,giro_medios_alternativos,cercania,movilizacion_digital,Nacional / Digital / X,0.58,0.96,0.04,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Anuncia una participación en el programa digital Por la Ventana.,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-d089ce8d10,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
S137,2026-06-18,Publicación oficial en X de Cepeda: Agradece públicamente a Jorge Melguizo por un mensaje de respaldo.,Agradece públicamente a Jorge Melguizo por un mensaje de respaldo.,agradecimiento_apoyo_x,X oficial — @IvanCepedaCast,https://x.com/IvanCepedaCast/status/2067797633494647267,declaracion_publica,Cepeda,positiva,apoyo_jorge_melguizo,adhesion_figura_publica,gratitud,apoyo_personalidades,Nacional / Digital / X,0.52,0.96,0.04,twitter_x|whatsapp|facebook|instagram|prensa_digital,joven_digital|adulto_redes|profesional_urbano|todos,Agradece públicamente a Jorge Melguizo por un mensaje de respaldo.,2026-06-19,True,social_oficial,plataforma,digital,Cepeda,canonical_signal,EVT-176f4eb44f,1,0.605263,0.605263,,,,,not_retrievable_without_platform_api
