agent_id,llm_final_state,social_media_post,decision_confidence,macro_region,tone_score,passive_hits,assertive_hits,confrontational_hits,exclamation_density,uppercase_ratio,tone_band
A00547,De la Espriella,"La verdad, uno en este trabajo sabe lo que el país necesita: orden y firmeza. Revisé la información disponible y mi decisión está clara, voto por De la Espriella sin dudarlo. Pues que cada quien decida con cabeza fría.",0.69,Sur_Amazonia,0.3873032714412025,1.0,2.0,0.0,0.0,0.028735632183908046,Calm
A00548,Cepeda,"Mire, con respeto, esto no ha sido fácil de decidir. Qué vaina tan complicada la de esta segunda vuelta: demasiada información contradictoria y uno termina votando más por descarte que por convicción. Ojalá quien gane le cumpla al país.",0.38,Caribe,0.25875,0.0,0.0,0.0,0.0,0.015625,Calm
A00549,Voto en blanco,"Ajá, pues yo revisé todo lo que llegó y la verdad ninguna opción me convenció del todo. Con tanta señal contradictoria y tanta incertidumbre, voy a votar en blanco porque eso sí refleja lo que siento.",0.38,Caribe,0.19935127674258107,1.0,0.0,0.0,0.0,0.012422360248447204,Passive
A00550,No alineado,"Honestamente, sumercé, yo no tengo claro por quién votar todavía. Hay señales que me generan alerta y otras que me confunden más. Prefiero no decidir a la carrera con tanta información contradictoria.",0.33,Bogota_Cundinamarca,0.33695121951219514,2.0,2.0,0.0,0.0,0.018292682926829267,Calm
A00551,Cepeda,"Oiga, uno revisa bien la información y la decisión queda clara. Pese al ruido y las noticias falsas, mi voto va con convicción. Pues honestamente, no me muevo por presión ni por encuestas.",0.82,Santanderes,0.264,0.0,0.0,0.0,0.0,0.02,Calm
A00552,Cepeda,"Ve, yo ya tenía mi decisión clara y las noticias falsas que andaban circulando no me cambiaron el voto. Hay que revisar bien de dónde viene cada información antes de dejarse llevar 🗳️",0.68,Pacifico,0.29382653061224484,1.0,1.0,0.0,0.0,0.013605442176870748,Calm
A00553,Cepeda,"La verdad, después de ver todo lo que circula, yo sigo con mi decisión. Cepeda me genera más confianza y no me voy a dejar enredar con información que ni siquiera está clara. 🗳️",0.67,Bogota_Cundinamarca,0.35436100131752307,0.0,1.0,0.0,0.0,0.014492753623188406,Calm
A00554,Cepeda,"La verdad, revisé bien la información y me quedo con mi decisión. No me voy a dejar llevar por señales que tienen tanto riesgo de ser falsas 🗳️",0.62,Caribe,0.3799470899470899,0.0,1.0,0.0,0.0,0.017857142857142856,Calm
A00555,De la Espriella,"Compa, yo revisé bien la información y me quedo con De la Espriella, pues las acusaciones que le tiraron tienen mucho riesgo de ser pura campaña sucia. Hay que votar con la cabeza fría. 🗳️",0.78,Sur_Amazonia,0.2724324324324324,0.0,0.0,0.0,0.0,0.02702702702702703,Calm
A00556,Cepeda,Yo sí creo que en medio de tanta desinformación hay que votar con convicción. He revisado lo que pude y mi decisión está tomada. No me voy a dejar llevar por imágenes manipuladas ni por rumores que nadie ha podido comprobar.,0.78,Bogota_Cundinamarca,0.33793828325023584,0.0,1.0,0.0,0.0,0.016574585635359115,Calm
A00557,De la Espriella,"La verdad, uno tiene que ser cuidadoso con tanta acusación que circula en redes sin verificar. Yo sí creo que hay que votar con cabeza fría y no dejarse llevar por el ruido. Mi voto ya está decidido.",0.77,Pacifico,0.34699533644237174,0.0,1.0,0.0,0.0,0.0189873417721519,Calm
A00558,De la Espriella,"Pues yo ya tenía claro mi voto y después de revisar lo que circula por ahí, sigo igual de convencida. Mucha información manipulada y con riesgo de ser falsa, ve, así que prefiero quedarme con lo que me parece más sólido. Hoy voto con la cabeza fría.",0.68,Antioquia_EjeCafetero,0.2412528350793822,2.0,1.0,0.0,0.0,0.015228426395939087,Calm
A00559,De la Espriella,"Mire, la verdad uno ya tiene claro por quién votar. Cepeda publicó su plan de gobierno tardísimo y eso dice mucho de su organización. Yo voy con De la Espriella porque en temas de seguridad y orden no podemos darnos el lujo de improvisar.",0.8,Sur_Amazonia,0.4168681580199905,0.0,2.0,0.0,0.0,0.02617801047120419,Assertive
A00560,De la Espriella,"Vea, después de revisar bien la información disponible, mi decisión está clara: voto con convicción por De la Espriella. Las alertas que circularon tienen demasiadas dudas sobre su veracidad como para cambiar una postura bien fundamentada.",0.82,Santanderes,0.1863428252372976,3.0,1.0,0.0,0.0,0.020100502512562814,Passive
A00561,Cepeda,"Ajá, la verdad uno tiene dudas con tanta información suelta por ahí, pero yo sí voy a votar. Mi decisión está tomada y no me la cambia nadie 🗳️",0.52,Caribe,0.23324675324675323,2.0,1.0,0.0,0.0,0.01818181818181818,Calm
A00562,De la Espriella,"Pues yo ya tenía claro mi voto y la información que revisé no me cambió la decisión, ve. Hay mucho ruido en redes pero uno aprende a separar lo que tiene respaldo de lo que no. Hoy voto convencida. 🗳️",0.88,Pacifico,0.427328370554177,0.0,2.0,0.0,0.0,0.01935483870967742,Assertive
A00563,Cepeda,"La verdad, uno mira lo que dicen y lo que hacen, y no todo cuadra. Pues yo ya tenía claro mi voto y las señales que vi no me convencieron de cambiar. Con respeto, pero hay que votar con la cabeza, no con el miedo que siembran.",0.63,Pacifico,0.328894354937892,0.0,1.0,0.0,0.0,0.017341040462427744,Calm
A00564,Voto en blanco,"Oiga, yo quería votar pero la verdad ninguno me convence del todo. Con tanta información enredada, me voy por el voto en blanco 🤷",0.31,Llanos_Orinoquia,0.2635294117647059,0.0,0.0,0.0,0.0,0.0196078431372549,Calm
A00565,Cepeda,Yo sí creo que hay que votar con convicción y no dejarse llevar por encuestas ni por respaldos que no nos representan. La movilización de la gente de a pie es lo que más me importa en esta decisión. Voy con Cepeda.,0.82,Antioquia_EjeCafetero,0.42061624649859947,0.0,2.0,0.0,0.0,0.023529411764705882,Assertive
A00566,De la Espriella,"Mire, la verdad uno analiza lo que hay y sigue convencido de que De la Espriella es la opción más seria para el país. Hay ruido por ahí pero no todo lo que dicen tiene respaldo claro.",0.68,Boyaca_Tolima_Huila,0.5327927927927928,0.0,3.0,0.0,0.0,0.027777777777777776,Assertive
A00567,Cepeda,"Oiga, lo de invocar al Ejército para desconocer resultados me parece una línea que no se debe cruzar. Yo ya tenía claro mi voto y esto lo confirma. Voto con convicción este domingo. 🗳️",0.73,Bogota_Cundinamarca,0.30946708463949846,1.0,1.0,0.0,0.0,0.027586206896551724,Calm
A00568,Cepeda,"Vea, yo no tengo todo claro todavía, pero lo que salió sobre presiones en la campaña de uno de los candidatos me preocupa. Como líder comunitaria, prefiero apoyar a quien ha mostrado respaldo en las comunidades rurales, aunque sea con dudas.",0.38,Caribe,0.21328330206378987,4.0,2.0,0.0,0.0,0.010256410256410256,Calm
A00569,De la Espriella,"Oiga, yo tengo claro por quién voy este domingo. Necesitamos alguien que le ponga orden a este país y que piense en los que trabajamos día a día sin garantías. Mi voto ya está decidido. 🗳️",0.72,Llanos_Orinoquia,0.5387755102040815,0.0,3.0,0.0,0.0,0.02040816326530612,Assertive
A00570,Cepeda,Igual uno tiene que votar con criterio y no dejarse llevar por lo que circula en redes. Revisé la información disponible y mi decisión está clara. Hay que participar y no quedarse callado.,0.78,Pacifico,0.36049910873440283,0.0,1.0,0.0,0.0,0.0196078431372549,Calm
A00571,Cepeda,"Ajá, compa, ya tomé mi decisión y voy a votar con convicción. La participación en el Cauca y la energía de tanta gente me confirman que vale la pena salir. Igual, lo importante es que cada voto cuente.",0.76,Caribe,0.3545902731512325,0.0,1.0,0.0,0.0,0.02531645569620253,Calm
A00572,Cepeda,"Igual no tengo todo claro, pero lo que salió sobre presiones a contratistas me genera mucha desconfianza. Voy a votar igual, aunque con dudas. Ojalá haya más transparencia en esta campaña 🤔",0.18,Santanderes,0.23772296015180264,2.0,1.0,0.0,0.0,0.0196078431372549,Calm
A00573,De la Espriella,"Pues la verdad esto no está fácil, oís, hay mucha información contradictoria y uno no sabe bien en qué creer. Me inclino por De la Espriella, pero con muchas dudas todavía.",0.31,Pacifico,0.08148810925359076,3.0,0.0,0.0,0.0,0.029197080291970802,Passive
A00574,Abstencion,"La verdad, yo no le veo claridad a ninguno de los dos. Con tanta fake news dando vueltas, prefiero no votar a ciegas. 🤷",0.23,Caribe,0.17941710463449592,1.0,0.0,0.0,0.0,0.02197802197802198,Passive
A00575,Cepeda,"Honestamente, después de revisar todo lo que ha pasado en esta campaña, mi voto sigue siendo claro. No me convenció ninguna señal para cambiar de opinión, así que voy con Cepeda. 🗳️",0.71,Antioquia_EjeCafetero,0.40711030904579293,1.0,2.0,0.0,0.0,0.02097902097902098,Assertive
A00576,De la Espriella,"Pues yo sí voy a votar, ve, aunque hay mucho ruido y señales contradictorias por ahí. Revisé lo que me llegó y no todo tiene el mismo respaldo. Mi decisión está tomada con lo que pude verificar.",0.68,Antioquia_EjeCafetero,0.4365023847376789,0.0,2.0,0.0,0.0,0.0196078431372549,Assertive
A00577,De la Espriella,"Vea, uno lee las noticias y hay cosas que generan dudas, con respeto. Pero después de analizar bien, mi voto va para De la Espriella. La movilización está y no me voy a quedar en casa.",0.71,Bogota_Cundinamarca,0.17084693084693084,2.0,0.0,0.0,0.0,0.03496503496503497,Passive
A00578,De la Espriella,"La verdad, uno tiene que ser cuidadoso con tanta información que circula por ahí. Yo sí creo que hay que separar lo que tiene respaldo real de lo que es puro ruido de campaña. Después de revisar, mantengo mi decisión con calma y convicción.",0.58,Antioquia_EjeCafetero,0.31329545454545454,2.0,2.0,0.0,0.0,0.015625,Calm
A00579,Cepeda,"Compa, ya tomé mi decisión y voy con Cepeda sin dudas. Qué vaina que traten de meter miedo con argumentos que no tienen respaldo serio. Literal, la movilización es ahora 🗳️",0.7,Caribe,0.46196078431372556,2.0,3.0,0.0,0.0,0.029411764705882353,Assertive
A00580,Voto en blanco,"Mire, yo he revisado la información disponible y la verdad no me convence ninguno de los dos candidatos. Hay señales preocupantes de lado y lado, y con tanta incertidumbre prefiero votar en blanco antes que elegir sin convicción. Es una decisión difícil, pero es la más honesta que puedo tomar.",0.26,Antioquia_EjeCafetero,0.17506276150627612,2.0,0.0,0.0,0.0,0.012552301255230125,Passive
A00581,Cepeda,"Compa, la verdad yo ya decidí: voto por Cepeda. Las señales que vi sobre riesgo a las instituciones me dejaron claro que no podemos arriesgarnos. No me trago el cuento del respaldo internacional si eso no nos beneficia a los de a pie. 🗳️",0.68,Sur_Amazonia,0.4145056585001865,0.0,2.0,0.0,0.0,0.0213903743315508,Assertive
A00582,Cepeda,"Vea, uno analiza bien la información y la decisión no da para dudar mucho. Las señales que vi sobre el otro candidato me generan más alarma que confianza, y eso no es lo que este país necesita. Yo voto convencido por Cepeda.",0.83,Sur_Amazonia,0.29553772070626005,1.0,1.0,0.0,0.0,0.02247191011235955,Calm
A00583,De la Espriella,"Mano, yo ya tenía mi decisión clara y lo que he visto no me ha cambiado el parecer. De la Espriella tiene el respaldo en la región y eso cuenta. Uno vota con convicción, no con presión.",0.86,Pacifico,0.4463063063063063,0.0,2.0,0.0,0.0,0.027777777777777776,Assertive
A00584,Cepeda,"Parce, no fue fácil decidir, pero al final me fui por Cepeda: el plan moderado me convenció más que las polémicas del otro. Igual, toca seguir atentos a lo que pase 🗳️",0.41,Antioquia_EjeCafetero,0.26790697674418606,0.0,0.0,0.0,0.0,0.023255813953488372,Calm
A00585,De la Espriella,"La verdad, después de revisar bien la información disponible, mi decisión está clara: voto por De la Espriella. El respaldo de voces del centro y la movilización que se ve me dan confianza. Qué vaina que haya tanto ruido externo, pero eso no me cambia el voto.",0.87,Santanderes,0.3626025285229726,1.0,2.0,0.0,0.0,0.024154589371980676,Calm
A00586,Cepeda,"Oiga, yo ya tengo claro mi voto y no me lo cambia ninguna encuesta de última hora. He revisado lo que me llegó y la decisión está tomada con convicción. Vamos a votar con responsabilidad.",0.61,Santanderes,0.4470182166826462,0.0,2.0,0.0,0.0,0.020134228187919462,Assertive
A00587,Cepeda,"Oye, yo ya tengo claro por quién voy a votar este domingo. No me convencen esas señales de último momento ni el respaldo de afuera; lo que importa es lo que se siente aquí en Barranquilla. Mi voto va firme.",0.72,Caribe,0.5896296296296297,0.0,4.0,0.0,0.0,0.024691358024691357,Assertive
A00588,Cepeda,"Yo sí creo que hay razones claras para apoyar a Cepeda: la apertura a sectores democráticos y la movilización que se ve en tantos rincones del país me dan confianza. Eso sí, parce, hay que estar atentos a la desinformación que anda circulando por ahí.",0.82,Antioquia_EjeCafetero,0.25782178217821783,0.0,0.0,0.0,0.0,0.01485148514851485,Calm
A00589,Cepeda,"Parce, la verdad esto no estaba fácil de decidir, pues hay señales pa' todos lados. Al final me fui por Cepeda, más que todo porque lo del respaldo de ultraderecha y la injerencia extranjera no me cuadra. 🤔",0.38,Antioquia_EjeCafetero,0.3487087087087087,0.0,1.0,0.0,0.0,0.018518518518518517,Calm
A00590,Voto en blanco,"La verdad, después de leer y escuchar tanto, ninguna propuesta me terminó de convencer. Voy a votar en blanco porque creo que esa también es una forma de participar y de decir que esperamos más. No es apatía, es una posición.",0.38,Pacifico,0.2601117318435754,0.0,0.0,0.0,0.0,0.01675977653631285,Calm
A00591,Abstencion,"La verdad, parce, yo no le veo claridad a ninguno de los dos. Con tanta información contradictoria y tan poca convicción, prefiero no votar antes que hacerlo a ciegas. 🤷",0.07,Bogota_Cundinamarca,0.1889449305198147,1.0,0.0,0.0,0.0,0.014925373134328358,Passive
A00592,De la Espriella,"Pues la verdad esto no está fácil, hay mucha información contradictoria y uno termina cansado. Al final me fui por quien al menos dijo respetar las instituciones, aunque la confianza no es mucha. Toca ver qué pasa.",0.31,Antioquia_EjeCafetero,0.2608092485549133,0.0,0.0,0.0,0.0,0.017341040462427744,Calm
A00593,De la Espriella,"Sumercé, yo ya tenía claro mi voto y lo que he visto no me cambia la decisión. En estos tiempos lo que más necesita este país es orden y mano firme, y por eso voy con De la Espriella. Hay denuncias por todos lados, pero hay que mirar bien de dónde vienen antes de creerlas a ciegas.",0.64,Boyaca_Tolima_Huila,0.4356937799043062,0.0,3.0,0.0,0.0,0.022727272727272728,Assertive
A00594,Cepeda,"La verdad, uno que vive en el campo sabe lo que cuesta la violencia. Con respeto, yo voto pensando en la paz que tanto necesitamos en estos territorios. No me convence un respaldo de afuera cuando los que sufrimos somos nosotros acá.",0.72,Pacifico,0.3354418130888719,0.0,1.0,0.0,0.0,0.016042780748663103,Calm
A00595,Abstencion,"Vea, qué vaina tan difícil esta elección. Con tanta información enredada y sin claridad, prefiero no votar a ciegas. 🤷‍♀️",0.18,Santanderes,0.16026875699888019,1.0,0.0,0.0,0.0,0.02127659574468085,Passive
A00596,De la Espriella,"La verdad, uno mira las denuncias y los fallos, pero hay que separar el ruido de lo que realmente importa. Qué vaina que la campaña se llene de acusaciones sin pruebas sólidas. Honestamente, mi voto ya está decidido y voy a las urnas con convicción.",0.76,Santanderes,0.3292015633724176,0.0,1.0,0.0,0.0,0.01507537688442211,Calm
A00597,Cepeda,Yo sí creo que esta decisión hay que tomarla con convicción y sin dejarse llevar por el ruido de las redes. Revisé la información con cuidado y mi voto está claro. El camino que propone Cepeda es el que más se ajusta a lo que necesita el país.,0.91,Antioquia_EjeCafetero,0.33153713298791015,0.0,1.0,0.0,0.0,0.02072538860103627,Calm
A00598,De la Espriella,"Con respeto, uno no puede dejarse llevar solo por el ruido mediático. Yo sí creo que hay que mirar bien la información antes de decidir, y mi voto ya está claro. Mano, esta elección es demasiado importante para quedarse en casa.",0.74,Pacifico,0.33782900026802465,0.0,1.0,0.0,0.0,0.016483516483516484,Calm
A00599,Cepeda,"Mire, uno no puede decidir a la ligera con tanta información contradictoria, pero al final las señales más confiables me inclinaron por Cepeda. Su propuesta de anticorrupción y seguridad me parece más sólida que lo que vi del otro lado. Ojalá que la decisión que tomemos hoy sirva para algo bueno.",0.52,Caribe,0.397089612704586,0.0,0.0,1.0,0.0,0.01652892561983471,Calm
A00600,De la Espriella,"Mire, la verdad uno no puede dejarse llevar por rumores con tanto riesgo de ser falsos. Yo voto por De la Espriella porque lo que este país necesita es orden y seguridad de verdad, no especulaciones. La decisión está tomada.",0.7,Llanos_Orinoquia,0.2733333333333333,0.0,0.0,0.0,0.0,0.027777777777777776,Calm
A00601,Voto en blanco,"Pues yo sí pienso que ninguno de los dos me ha convencido del todo. Con tanta información contradictoria y tan poca claridad, mi voto en blanco es la decisión más honesta que puedo tomar hoy.",0.33,Sur_Amazonia,0.347012987012987,0.0,1.0,0.0,0.0,0.012987012987012988,Calm
A00602,Cepeda,"Pues yo ya tengo claro mi voto, parce. Las señales en contra de Cepeda tienen demasiado riesgo de desinformación y no me van a mover. Igual, con tanta presión mediática, más razón para ir a votar con convicción.",0.78,Antioquia_EjeCafetero,0.4369924812030075,0.0,2.0,0.0,0.0,0.023809523809523808,Assertive
A00603,Cepeda,"Mire, uno en el campo sabe lo que es vivir con incertidumbre. Revisé bien la información que llegó y las señales más serias me dan más confianza en Cepeda. Voy a votar con convicción, no por presión.",0.72,Sur_Amazonia,0.21632569278138897,1.0,0.0,0.0,0.0,0.02531645569620253,Calm
A00604,Cepeda,"Después de revisar bien la información disponible, mi decisión está tomada y va con Cepeda. El reconocimiento de resultados y la coherencia institucional pesan más que los discursos de campaña cargados de miedo. Ve, en momentos así toca votar con cabeza fría y convicción.",0.72,Antioquia_EjeCafetero,0.2887012987012987,1.0,1.0,0.0,0.0,0.017857142857142856,Calm
A00605,De la Espriella,"Mire, la verdad esto no está fácil de decidir. Con tanta información contradictoria y la incertidumbre que hay, uno termina mirando qué candidato ofrece más estabilidad. Por eso me fui por De la Espriella, aunque sin cerrar los ojos.",0.38,Caribe,0.22046398046398047,1.0,0.0,0.0,0.0,0.026455026455026454,Calm
A00606,Abstencion,"La verdad, parce, con tanta señal cruzada y tan poca claridad, yo no veo por quién votar con convicción. Me quedo en casa esta vez. 😕",0.22,Bogota_Cundinamarca,0.2635294117647059,0.0,0.0,0.0,0.0,0.0196078431372549,Calm
A00607,Cepeda,"La verdad, yo ya tengo claro mi voto y no me lo cambia nadie. Igual, hay que salir a votar porque quedarse callada no es opción cuando hay tanto en juego. Vamos con convicción este domingo. 🗳️",0.87,Santanderes,0.44193885160328117,0.0,2.0,0.0,0.0,0.020134228187919462,Assertive
A00608,De la Espriella,"Oiga, con toda la información que he revisado, mi decisión está clara. Hay ruido y desinformación por todos lados, pero uno no puede dejarse llevar por eso. Voy a votar con convicción por lo que creo que le conviene al país. 🇨🇴",0.71,Bogota_Cundinamarca,0.3382734995889285,0.0,1.0,0.0,0.0,0.016853932584269662,Calm
A00609,De la Espriella,"Oiga, después de revisar bien la información disponible, mi voto va claro. Me importa el orden y la economía, y eso es lo que guía mi decisión este domingo. 🇨🇴",0.72,Boyaca_Tolima_Huila,0.4112363330529857,1.0,2.0,0.0,0.0,0.016260162601626018,Assertive
A00610,De la Espriella,"Mano, yo ya tengo claro mi voto. Con todo respeto, uno mira las señales y la verdad es que De la Espriella da más garantías en este momento. No me voy a dejar llevar por rumores sin respaldo.",0.79,Pacifico,0.5329000353232074,0.0,3.0,0.0,0.0,0.03355704697986577,Assertive
A00611,De la Espriella,"Oiga, la verdad uno lee de todo en campaña y hay que saber separar el ruido de lo que importa. Revisé bien la información y mi decisión está tomada: voy con De la Espriella. No me muevo por presiones ni por noticias sin respaldo.",0.78,Bogota_Cundinamarca,0.4913309894525364,0.0,3.0,0.0,0.0,0.027624309392265192,Assertive
A00612,De la Espriella,"La verdad, uno ve tanta desinformación por todos lados que ya no sabe qué creer. Pues yo revisé lo que pude y mi voto sigue firme. Vea, hay que votar con la cabeza, no dejarse llevar por el ruido.",0.72,Pacifico,0.34573549257759784,0.0,1.0,0.0,0.0,0.019736842105263157,Calm
A00613,Cepeda,"Ajá, yo sí creo que la decisión está clara después de revisar bien la información disponible. Las señales de movilización y los planes comparados me dan confianza para votar por Cepeda este domingo. No me dejo llevar por denuncias sin respaldo verificado.",0.74,Caribe,0.2914285714285714,1.0,1.0,0.0,0.0,0.01904761904761905,Calm
A00614,De la Espriella,"Qué vaina con tanta desinformación que anda circulando, pero yo tengo claro mi voto. Pues uno no puede dejarse enredar por rumores sin respaldo. Voy a votar con convicción este domingo 🗳️",0.86,Caribe,0.5735184789574878,0.0,3.0,0.0,0.0,0.019867549668874173,Assertive
A00615,De la Espriella,"La verdad yo tenía claro mi voto desde el principio, parce. Revisé las señales y nada me convenció de cambiar. Full convencido con De la Espriella 🗳️",0.61,Sur_Amazonia,0.5370013037809648,0.0,2.0,0.0,0.0,0.0423728813559322,Assertive
A00616,Cepeda,"Vea, uno ya tiene su decisión tomada y no es por capricho sino por convicción. He revisado lo que llega y las señales que respaldan al otro candidato tienen demasiado riesgo de ser información poco confiable. Mi voto va por Cepeda.",0.85,Pacifico,0.2656684491978609,0.0,0.0,0.0,0.0,0.0213903743315508,Calm
A00617,De la Espriella,"Oiga, yo ya tengo mi decisión tomada y voy a votar con convicción. He escuchado de todo en esta campaña, pero uno aprende a separar el ruido de lo que de verdad importa. Mi voto va firme.",0.57,Llanos_Orinoquia,0.4376305072195483,0.0,2.0,0.0,0.0,0.02054794520547945,Assertive
A00618,Cepeda,"La verdad, yo ya tenía claro mi voto y lo que vi en campaña no me hizo cambiar de opinión. Eso de andar agradeciendo respaldos internacionales de ese tipo no me genera confianza. Voy a votar convencida. 🗳️",0.79,Bogota_Cundinamarca,0.4351951951951952,0.0,2.0,0.0,0.0,0.018518518518518517,Assertive
A00619,Cepeda,"Mire, vea, después de revisar bien la información que ha circulado, mi decisión está tomada. Hay demasiadas señales preocupantes alrededor de De la Espriella —corrupción, desinformación— y eso no me genera confianza. Yo voto con convicción este domingo.",0.68,Santanderes,0.48477498093058735,1.0,1.0,1.0,0.0,0.024154589371980676,Assertive
A00620,De la Espriella,"La verdad, revisé la información disponible y, aunque hay ruido y denuncias por todos lados, mi voto va para De la Espriella. No me dejo llevar solo por el escándalo del momento; toca mirar con cabeza fría. 🗳️",0.62,Bogota_Cundinamarca,0.26926829268292685,0.0,0.0,0.0,0.0,0.024390243902439025,Calm
A00621,De la Espriella,"Ajá, yo ya tengo muy claro mi voto y no me lo cambia ninguna denuncia de última hora con tanto riesgo de ser falsa. Vea, uno con los años aprende a separar el ruido de lo que realmente importa para el país. Mi decisión está tomada y voy a las urnas con convicción.",0.9447,Caribe,0.37814602132895814,0.0,2.0,0.0,0.0,0.014492753623188406,Calm
A00622,De la Espriella,"Hombre, la verdad uno termina cansado con tanta información de lado y lado, pero yo sigo con mi decisión. Honestamente, las señales en contra no me parecieron suficientemente sólidas para cambiar de opinión. Voy a votar con convicción.",0.62,Antioquia_EjeCafetero,0.34296052631578944,0.0,1.0,0.0,0.0,0.015625,Calm
A00623,De la Espriella,Igual uno tiene que revisar bien lo que dicen antes de dejarse llevar por el ruido. Yo ya tomé mi decisión y voy a votar convencida. Que cada quien analice con cabeza fría.,0.65,Bogota_Cundinamarca,0.3026410086264101,1.0,1.0,0.0,0.0,0.021897810218978103,Calm
A00624,Cepeda,"Honestamente, después de ver todo lo que ha pasado esta semana, yo sí tengo claro mi voto. La declaración sobre el Ejército me pareció muy preocupante, ve, y eso me confirma que voy con Cepeda. No me dejo llevar por encuestas nada más.",0.68,Antioquia_EjeCafetero,0.49551387846961736,0.0,3.0,0.0,0.0,0.026881720430107527,Assertive
A00625,Abstencion,"La verdad, con tanta confusión y tan poca claridad en esta campaña, no me siento en condiciones de votar por ninguno de los dos. Prefiero no ir a las urnas antes que votar sin convicción.",0.38,Caribe,0.08467881112176413,3.0,0.0,0.0,0.0,0.013422818791946308,Passive
A00626,De la Espriella,"Igual uno analiza todo lo que sale en redes y en televisión, pero yo tengo claro mi voto. Hay mucha información suelta que no sé si creerle del todo. Lo importante es salir a votar con convicción.",0.72,Bogota_Cundinamarca,0.381995841995842,1.0,2.0,0.0,0.0,0.019230769230769232,Calm
A00627,Abstencion,"Pues mano, con tanta información contradictoria y tan poca claridad, yo no me siento lista para votar por ninguno. Prefiero no ir a las urnas antes de votar sin convicción.",0.24,Santanderes,0.12393285371702636,2.0,0.0,0.0,0.0,0.014388489208633094,Passive
A00628,Cepeda,"Eso sí, uno como líder comunitario en el campo no puede ignorar lo que está en juego con la paz y los derechos de la gente rural. Revisé bien la información y mi voto va con Cepeda, porque las señales sobre presión a contratistas y posibles injerencias en la otra campaña me generan desconfianza. Hay que votar con la cabeza fría y pensando en la comunidad.",0.67,Llanos_Orinoquia,0.2567247386759582,0.0,0.0,0.0,0.0,0.013937282229965157,Calm
A00629,De la Espriella,"Oiga, la verdad no tengo mucha certeza, pero con lo que leí en La Silla y otras fuentes, me inclino por De la Espriella. Eso sí, hay que estar atentos a los videos falsos y los delitos electorales que están reportando. Pues, a votar con cabeza fría.",0.38,Boyaca_Tolima_Huila,0.35116202945990177,0.0,1.0,0.0,0.0,0.035897435897435895,Calm
A00630,Cepeda,"La verdad, después de revisar bien la información, yo sigo convencida de mi voto. No me cuadra cambiar de rumbo por un respaldo que viene de afuera y de fuentes que no me generan tanta confianza. Uno vota con la cabeza y el corazón, y los dos me dicen lo mismo.",0.69,Llanos_Orinoquia,0.281090387374462,1.0,1.0,0.0,0.0,0.014634146341463415,Calm
A00631,De la Espriella,"Ajá, yo ya tengo claro mi voto y no me lo cambia ninguna denuncia de última hora. La verdad, uno aprende a separar el ruido de lo que realmente importa. Vea, mañana voy a las urnas con la cabeza fría.",0.72,Caribe,0.42322580645161295,0.0,2.0,0.0,0.0,0.01935483870967742,Assertive
A00632,De la Espriella,"Oiga, yo ya tengo claro mi voto y voy con De la Espriella. La ventaja en encuestas y la movilización que veo me dan confianza. ¡A votar! 🗳️",0.71,Llanos_Orinoquia,0.7267724867724868,0.0,3.0,0.0,0.037037037037037035,0.047619047619047616,Confrontational
A00633,Cepeda,"Oye, yo tengo claro mi voto y no me lo cambia ningún rumor de último momento. He visto las señales y la que más me convence sigue siendo la misma. Voy a votar con convicción.",0.72,Caribe,0.44932773109243695,0.0,2.0,0.0,0.0,0.022058823529411766,Assertive
A00634,De la Espriella,"Oiga, uno escucha de todo en esta campaña y hay señales que generan dudas, pero al final uno tiene que decidir con lo que sabe. Yo voy con mi opción porque la evidencia que me llegó así me lo indica, aunque con los ojos bien abiertos.",0.76,Boyaca_Tolima_Huila,0.23565217391304347,2.0,1.0,0.0,0.0,0.010869565217391304,Calm
A00635,De la Espriella,"Vea, después de revisar bien la información disponible, mi decisión está clara. La ventaja en las encuestas y la movilización que veo me dan confianza para ir a votar por De la Espriella este domingo. No me dejo llevar por el ruido de las redes.",0.66,Caribe,0.2972789115646258,1.0,1.0,0.0,0.0,0.025510204081632654,Calm
A00636,Cepeda,"Mire, uno como transportador sabe lo que es trabajar duro sin respaldo. Revisé bien la información y, pese al ruido que hay, mi voto va con Cepeda. Pues la movilización que se ve en el país dice mucho.",0.76,Antioquia_EjeCafetero,0.3545902731512325,0.0,1.0,0.0,0.0,0.02531645569620253,Calm
A00637,No alineado,"Honestamente, qué vaina tan difícil esta elección. He visto acusaciones de corrupción para los dos lados y no sé en qué creer. Por ahora no me comprometo con ninguno hasta no tener más claridad.",0.18,Santanderes,0.4099887598351442,1.0,0.0,1.0,0.0,0.01910828025477707,Assertive
A00638,De la Espriella,"La verdad, después de revisar bien la información disponible, mi decisión está clara. Con respeto a quienes piensan distinto, voy a votar por De la Espriella porque las señales que he visto apuntan en esa dirección y la movilización ciudadana importa. No me dejo llevar por el ruido, sino por lo que tiene respaldo.",0.72,Pacifico,0.3450108932461874,1.0,2.0,0.0,0.0,0.0196078431372549,Calm
A00639,Cepeda,"Parce, yo ya tenía claro mi voto y lo que vi solo me lo confirmó. La movilización está prendida y eso no lo para nadie 🗳️",0.82,Boyaca_Tolima_Huila,0.39408695652173914,0.0,1.0,0.0,0.0,0.021739130434782608,Calm
